PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;FECHA_INICIAL;FECHA_FINAL;VALOR
2;3;1;30;02003001_30_I;2021-07-09 00:00:00;2021-07-16 00:00:00;0.07
2;3;1;30;02003001_30_I;2021-07-16 00:00:00;2021-07-22 00:00:00;0.07
2;3;1;30;02003001_30_I;2021-07-22 00:00:00;2021-08-05 00:00:00;0.08
2;3;1;30;02003001_30_I;2021-08-05 00:00:00;2021-08-11 00:00:00;0.12
2;3;1;30;02003001_30_I;2021-08-27 00:00:00;2021-09-03 00:00:00;0.05
2;3;1;30;02003001_30_I;2021-09-03 00:00:00;2021-09-13 00:00:00;0.16
2;3;1;30;02003001_30_I;2021-09-13 00:00:00;2021-09-21 00:00:00;0.06
2;3;1;30;02003001_30_I;2021-09-21 00:00:00;2021-10-01 00:00:00;0.05
2;3;1;30;02003001_30_I;2021-10-01 00:00:00;2021-10-08 00:00:00;0.23
2;3;1;30;02003001_30_I;2021-10-08 00:00:00;2021-10-15 00:00:00;0.2
2;3;1;30;02003001_30_I;2021-10-15 00:00:00;2021-10-26 00:00:00;0.25
2;3;1;30;02003001_30_I;2021-10-26 00:00:00;2021-11-04 00:00:00;0.23
45;168;2;30;45168002_30_I;2021-03-19 00:00:00;2021-03-26 00:00:00;0.78
45;168;2;30;45168002_30_I;2021-03-26 00:00:00;2021-04-15 00:00:00;0.42
45;168;2;30;45168002_30_I;2021-06-25 00:00:00;2021-07-02 00:00:00;0.09
45;168;2;30;45168002_30_I;2021-07-02 00:00:00;2021-07-13 00:00:00;0.11
45;168;2;30;45168002_30_I;2021-07-13 00:00:00;2021-07-22 00:00:00;0.12
45;168;2;30;45168002_30_I;2021-07-22 00:00:00;2021-07-29 00:00:00;0.13
45;168;2;30;45168002_30_I;2021-07-29 00:00:00;2021-08-06 00:00:00;0.32
45;168;2;30;45168002_30_I;2021-08-06 00:00:00;2021-08-13 00:00:00;0.33
45;168;2;30;45168002_30_I;2021-08-13 00:00:00;2021-08-20 00:00:00;0.13
45;168;2;30;45168002_30_I;2021-08-20 00:00:00;2021-08-27 00:00:00;0.3
45;168;2;30;45168002_30_I;2021-08-27 00:00:00;2021-09-03 00:00:00;0.46
45;168;2;30;45168002_30_I;2021-09-03 00:00:00;2021-09-09 00:00:00;0.55
45;168;2;30;45168002_30_I;2021-09-09 00:00:00;2021-09-17 00:00:00;0.05
2;3;1;30;02003001_30_I;2021-11-04 00:00:00;2021-11-11 00:00:00;0.53
2;3;2;30;02003002_30_I;2021-11-18 00:00:00;2021-11-25 00:00:00;0.37
2;3;2;30;02003002_30_I;2021-12-04 00:00:00;2021-12-11 00:00:00;0.42
2;3;2;30;02003002_30_I;2021-12-11 00:00:00;2021-12-19 00:00:00;0.47
2;3;2;30;02003002_30_I;2021-12-19 00:00:00;2021-12-27 00:00:00;0.41
13;71;15;30;13071015_30_I;2021-02-01 00:00:00;2021-02-02 00:00:00;0.77
13;71;15;30;13071015_30_I;2021-02-09 00:00:00;2021-02-10 00:00:00;0.33
13;71;15;30;13071015_30_I;2021-02-16 00:00:00;2021-02-17 00:00:00;6.24
13;71;15;30;13071015_30_I;2021-02-22 00:00:00;2021-02-23 00:00:00;0.74
13;71;15;30;13071015_30_I;2021-03-08 00:00:00;2021-03-09 00:00:00;0.86
13;71;15;30;13071015_30_I;2021-03-19 00:00:00;2021-03-20 00:00:00;3.6
13;71;15;30;13071015_30_I;2021-03-23 00:00:00;2021-03-24 00:00:00;1.48
45;168;2;30;45168002_30_I;2021-10-01 00:00:00;2021-10-08 00:00:00;0.18
45;168;2;30;45168002_30_I;2021-10-08 00:00:00;2021-10-19 00:00:00;0.23
45;168;2;30;45168002_30_I;2021-10-19 00:00:00;2021-10-27 00:00:00;0.1
45;168;2;30;45168002_30_I;2021-10-27 00:00:00;2021-11-02 00:00:00;0.54
45;168;2;30;45168002_30_I;2021-11-04 00:00:00;2021-11-11 00:00:00;1.1
45;168;2;30;45168002_30_I;2021-11-11 00:00:00;2021-11-17 00:00:00;0.63
45;168;2;30;45168002_30_I;2021-11-17 00:00:00;2021-11-24 00:00:00;0.29
45;168;2;30;45168002_30_I;2021-11-24 00:00:00;2021-12-02 00:00:00;0.97
45;168;2;30;45168002_30_I;2021-12-02 00:00:00;2021-12-09 00:00:00;0.91
45;168;2;30;45168002_30_I;2021-12-09 00:00:00;2021-12-15 00:00:00;0.29
45;168;2;30;45168002_30_I;2021-12-15 00:00:00;2021-12-23 00:00:00;0.3
47;75;1;27;47075001_27_M;2021-01-01 00:00:00;2021-01-31 00:00:00;1.22828721269791
47;75;1;27;47075001_27_M;2021-02-01 00:00:00;2021-02-28 00:00:00;0.623010696582312
47;75;1;27;47075001_27_M;2021-03-01 00:00:00;2021-03-31 00:00:00;0.676982832361893
47;75;1;27;47075001_27_M;2021-04-01 00:00:00;2021-04-30 00:00:00;0.213126814331729
47;75;1;27;47075001_27_M;2021-05-01 00:00:00;2021-05-31 00:00:00;0.0720717193861572
47;75;1;27;47075001_27_M;2021-06-01 00:00:00;2021-06-30 00:00:00;0.03
47;75;1;27;47075001_27_M;2021-07-01 00:00:00;2021-07-31 00:00:00;0.03
47;75;1;27;47075001_27_M;2021-08-01 00:00:00;2021-08-31 00:00:00;0.03
47;75;1;27;47075001_27_M;2021-09-01 00:00:00;2021-09-30 00:00:00;0.0553435295906922
47;75;1;27;47075001_27_M;2021-10-01 00:00:00;2021-10-31 00:00:00;0.410035814388041
47;75;1;27;47075001_27_M;2021-11-01 00:00:00;2021-11-30 00:00:00;1.6918307167516
47;75;1;27;47075001_27_M;2021-12-01 00:00:00;2021-12-31 00:00:00;0.913910855499641
24;89;11;27;24089011_27_M;2021-03-01 00:00:00;2021-03-31 00:00:00;0.130432515124122
24;89;11;27;24089011_27_M;2021-04-01 00:00:00;2021-04-30 00:00:00;0.0561089582858445
24;89;11;27;24089011_27_M;2021-05-01 00:00:00;2021-05-31 00:00:00;0.03
24;89;11;27;24089011_27_M;2021-07-01 00:00:00;2021-07-31 00:00:00;0.03
24;89;11;27;24089011_27_M;2021-08-01 00:00:00;2021-08-31 00:00:00;0.03
24;89;11;27;24089011_27_M;2021-09-01 00:00:00;2021-09-30 00:00:00;0.03
24;89;11;27;24089011_27_M;2021-10-01 00:00:00;2021-10-31 00:00:00;0.0710317115551694
24;89;11;27;24089011_27_M;2021-11-01 00:00:00;2021-11-30 00:00:00;0.214652476107732
24;89;11;27;24089011_27_M;2021-12-01 00:00:00;2021-12-31 00:00:00;0.435650776108906
9;330;1;27;09330001_27_M;2021-03-01 00:00:00;2021-03-31 00:00:00;0.107288141486255
9;330;1;27;09330001_27_M;2021-04-01 00:00:00;2021-04-30 00:00:00;0.03
9;330;1;27;09330001_27_M;2021-05-01 00:00:00;2021-05-31 00:00:00;0.03
9;330;1;27;09330001_27_M;2021-10-01 00:00:00;2021-10-31 00:00:00;0.100716595108554
9;330;1;27;09330001_27_M;2021-11-01 00:00:00;2021-11-30 00:00:00;0.21
9;330;1;27;09330001_27_M;2021-12-01 00:00:00;2021-12-31 00:00:00;0.278618906942393
22;199;2;27;22199002_27_M;2021-06-01 00:00:00;2021-06-30 00:00:00;0.03
22;199;2;27;22199002_27_M;2021-07-01 00:00:00;2021-07-31 00:00:00;0.03
22;199;2;27;22199002_27_M;2021-08-01 00:00:00;2021-08-31 00:00:00;0.03
22;199;2;27;22199002_27_M;2021-09-01 00:00:00;2021-09-30 00:00:00;0.03
22;199;2;27;22199002_27_M;2021-10-01 00:00:00;2021-10-31 00:00:00;0.03
22;199;2;27;22199002_27_M;2021-11-01 00:00:00;2021-11-30 00:00:00;0.03
22;199;2;27;22199002_27_M;2021-12-01 00:00:00;2021-12-31 00:00:00;0.23
24;143;3;27;24143003_27_M;2021-10-01 00:00:00;2021-10-31 00:00:00;0.03
24;143;3;27;24143003_27_M;2021-09-01 00:00:00;2021-09-30 00:00:00;0.03
24;143;3;27;24143003_27_M;2021-08-01 00:00:00;2021-08-31 00:00:00;0.03
24;143;3;27;24143003_27_M;2021-07-01 00:00:00;2021-07-31 00:00:00;0.03
24;143;3;27;24143003_27_M;2021-12-01 00:00:00;2021-12-31 00:00:00;0.17
24;143;3;27;24143003_27_M;2021-11-01 00:00:00;2021-11-30 00:00:00;0.16
12;40;9;27;12040009_27_M;2021-07-01 00:00:00;2021-07-31 00:00:00;0.03
12;40;9;27;12040009_27_M;2021-08-01 00:00:00;2021-08-31 00:00:00;0.03
12;40;9;27;12040009_27_M;2021-09-01 00:00:00;2021-09-30 00:00:00;0.03
12;40;9;27;12040009_27_M;2021-10-01 00:00:00;2021-10-31 00:00:00;0.06
12;40;9;27;12040009_27_M;2021-11-01 00:00:00;2021-11-30 00:00:00;0.09
12;40;9;27;12040009_27_M;2021-12-01 00:00:00;2021-12-31 00:00:00;0.57
41;88;1;30;41088001_30_I;2021-01-02 00:00:00;2021-02-01 00:00:00;0.94
41;88;1;30;41088001_30_I;2021-02-01 00:00:00;2021-03-02 00:00:00;0.61
41;88;1;30;41088001_30_I;2021-03-02 00:00:00;2021-04-01 00:00:00;0.64
